names,places,popularity,scores,links,imgs
玉珠峰登山大本营,格尔木,3.5,4.6,https://you.ctrip.com/sight/golmud332/1713808.html,https://dimg04.c-ctrip.com/images/0102w120009418r228BAF_C_220_140.jpg
三岔河特大桥,格尔木,3.3,4.5,https://you.ctrip.com/sight/golmud332/51560.html,https://dimg04.c-ctrip.com/images/01006120009e4jlelB432_C_220_140.jpg
长江源头,格尔木,3.3,4.4,https://you.ctrip.com/sight/golmud332/50055.html,https://dimg01.c-ctrip.com/images/100h1f000001grtgzF389_C_220_140.jpg
西大滩,格尔木,3.2,4.8,https://you.ctrip.com/sight/golmud332/1713887.html,https://dimg05.c-ctrip.com/images/0103s120008dgmx3eF5B1_C_220_140.jpg
纳赤台清泉（昆仑泉）,格尔木,3.2,4.7,https://you.ctrip.com/sight/golmud332/49152.html,https://dimg04.c-ctrip.com/images/0103j120008g2m1kp685B_C_220_140.jpg
金鱼湖,格尔木,3.1,,https://you.ctrip.com/sight/golmud332/5067009.html,https://dimg04.c-ctrip.com/images/0101i1200095zvqlh488D_C_220_140.png
昆仑山地质博物馆,格尔木,3.0,2.7,https://you.ctrip.com/sight/golmud332/2604287.html,https://dimg04.c-ctrip.com/images/0102q12000a0a67md9EEE_C_220_140.png
盐湖钾肥厂,格尔木,2.8,4.4,https://you.ctrip.com/sight/golmud332/11722.html,https://dimg04.c-ctrip.com/images/0103w120009egm5li3317_C_220_140.jpg
格尔木市博物馆,格尔木,2.7,,https://you.ctrip.com/sight/golmud332/5704268.html,https://dimg04.c-ctrip.com/images/0102i120009u80e640D37_C_220_140.png
昆仑花园广场,格尔木,2.6,4.2,https://you.ctrip.com/sight/golmud332/1831830.html,https://dimg04.c-ctrip.com/images/0103i12000avnx6auE6AF_C_220_140.jpg
长江源水生态保护站,格尔木,2.6,4.5,https://you.ctrip.com/sight/golmud332/5073011.html,https://dimg04.c-ctrip.com/images/100q180000013ej7tEBF3_C_220_140.jpg
格勒戈壁,格尔木,2.4,,https://you.ctrip.com/sight/golmud332/1830716.html,https://dimg04.c-ctrip.com/images/0106b1200095rzi4a19D2_C_220_140.jpg
乌图美仁草原,格尔木,2.4,,https://you.ctrip.com/sight/golmud332/136058631.html,https://dimg04.c-ctrip.com/images/0104612000an9066x5344_C_220_140.jpg
