names,places,links,imgs,scores,address,ranks
浙江供销超市(新河弄总店),绍兴,https://you.ctrip.com/shopping/shaoxing18/1935748.html,https://dimg04.c-ctrip.com/images/1009190000016a74yD592_C_220_140.jpg,5.0,解放北路219号(近胜利东路),45
新光汇购物中心,义乌,https://you.ctrip.com/shopping/yiwu1005/2102346.html,https://dimg04.c-ctrip.com/images/10040f0000007m50xBF22_C_220_140.jpg,4.7,金华市义乌市福田路义乌世贸中心,1
国际商贸城,义乌,https://you.ctrip.com/shopping/yiwu1005/57767.html,https://dimg04.c-ctrip.com/images/01A4i120008xx7uhdA1A2_C_220_140.jpg,4.6,福田街道稠州北路69号,2
中国小商品城·篁园服装市场,义乌,https://you.ctrip.com/shopping/yiwu1005/57770.html,https://dimg04.c-ctrip.com/images/100a0q000000g6ikyC2C8_C_220_140.jpg,4.5,篁园路么么咖东50米,3
世纪联华(天华世纪城义乌店),义乌,https://you.ctrip.com/shopping/yiwu1005/1723057.html,https://dimg04.c-ctrip.com/images/100w170000012fp8tEEA7_C_220_140.jpg,4.7,望道路168号(望道路和雪峰西路交叉口),4
义乌篁园市场,义乌,https://you.ctrip.com/shopping/yiwu1005/51437.html,https://dimg02.c-ctrip.com/images/fd/tg/g1/M08/91/C8/CghzfVTFz3CAeXk7AAFvMWEj13E142_C_220_140.jpg,4.5,义乌市篁园路51号,5
义乌宾王市场,义乌,https://you.ctrip.com/shopping/yiwu1005/57769.html,https://dimg04.c-ctrip.com/images/0102h120008gyjh5aD139_C_220_140.jpg,4.3,金华市义乌市宾王路158号,6
国际商贸城进口商品馆,义乌,https://you.ctrip.com/shopping/yiwu1005/1808527.html,https://dimg04.c-ctrip.com/images/0106t120008hr636b3523_C_220_140.jpg,4.9,福田街道银海路和310省道交汇处（近商贸城五区）,7
世纪商城步行街,义乌,https://you.ctrip.com/shopping/yiwu1005/57666.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M01/CA/4A/CghzgVW7TBSARI-cAAA6ElKZY5c811_C_220_140.jpg,4.5,金华市义乌市城中中路 ‎,8
鲜丰水果(工人路菜场店),义乌,https://you.ctrip.com/shopping/yiwu1005/2069878.html,https://dimg04.c-ctrip.com/images/100i18000001455i56B11_C_220_140.jpg,4.3,沪江路25街29号工人路菜市场旁.,9
十足便利店(永胜小区),义乌,https://you.ctrip.com/shopping/yiwu1005/1768567.html,https://dimg04.c-ctrip.com/images/1001170000013m1fjE05B_C_220_140.jpg,4.4,永胜小区33栋3单元,10
银泰百货(伊美店),义乌,https://you.ctrip.com/shopping/yiwu1005/1735578.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg,4.0,义乌市工人西路15号,11
万达广场(义乌店),义乌,https://you.ctrip.com/shopping/yiwu1005/2928747.html,https://dimg04.c-ctrip.com/images/01A2w120009p0f52p178D_C_220_140.jpg,4.9,稠江街道新科路9号,12
一扫光零食量贩,义乌,https://you.ctrip.com/shopping/yiwu1005/1712773.html,https://dimg04.c-ctrip.com/images/100h180000013xtev597C_C_220_140.jpg,4.6,福田二区9栋1号,13
义乌名创优品店,义乌,https://you.ctrip.com/shopping/yiwu1005/1731567.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,4.7,福田路6号世贸中心新光汇商场,14
众婷袜业,义乌,https://you.ctrip.com/shopping/yiwu1005/1745531.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/B4/1E/CghzfVW7TBeAA7aJAAA_9hhr3Vk862_C_220_140.jpg,4.7,福田路国际商贸城3期1楼79号门6街31470号,15
百果园PAGODA(绣湖店),义乌,https://you.ctrip.com/shopping/yiwu1005/1964289.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,4.2,绣湖西路体育馆东第二间店面,16
义乌之心城市生活广场,义乌,https://you.ctrip.com/shopping/yiwu1005/2507146.html,https://dimg04.c-ctrip.com/images/01A0o120009vv3f0t6F6A_C_220_140.jpg,4.4,北门街和工人西路交叉口西北角,17
大润发百货,义乌,https://you.ctrip.com/shopping/yiwu1005/2100702.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg,4.5,江东东路508号青口小学对面,18
义乌永久自行车总代理,义乌,https://you.ctrip.com/shopping/yiwu1005/1727964.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M08/B4/1D/CghzfVW7TBWAIcNtAAA29xzKGmc176_C_220_140.jpg,4.0,篁园路167号,19
世纪华联(春华路),义乌,https://you.ctrip.com/shopping/yiwu1005/1718176.html,https://dimg04.c-ctrip.com/images/1008180000013yurb0C9A_C_220_140.jpg,4.6,春华路132号(雪峰公园北),20
乐庭惠生活超市,义乌,https://you.ctrip.com/shopping/yiwu1005/1731288.html,https://dimg04.c-ctrip.com/images/100q0e0000006ysbhD1DC_C_220_140.jpg,5.0,城北路金福源b区旁,21
家乐福(雪峰公园店),义乌,https://you.ctrip.com/shopping/yiwu1005/1843446.html,https://dimg04.c-ctrip.com/images/1006180000013ypbp1341_C_220_140.jpg,5.0,幸福路188号,22
五芳斋粽子,义乌,https://you.ctrip.com/shopping/yiwu1005/1738138.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,4.6,城中西路282号,23
义乌拉索城堡葡萄酒,义乌,https://you.ctrip.com/shopping/yiwu1005/1727935.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,5.0,副食品市场1楼7街0856--0857(农贸城),24
ok鲜果园,义乌,https://you.ctrip.com/shopping/yiwu1005/1706797.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,5.0,福田二区9幢5号,25
世纪华联超市(物华路),义乌,https://you.ctrip.com/shopping/yiwu1005/1718039.html,https://dimg04.c-ctrip.com/images/100e170000012cf25AFA3_C_220_140.jpg,4.3,物华路与聚宝路交叉口旁,26
国际商贸城五区,义乌,https://you.ctrip.com/shopping/yiwu1005/2095637.html,https://dimg04.c-ctrip.com/images/1me0312000arj1v2yBF01_C_220_140.jpg,4.3,商博路与诚信大道交叉口南200米,27
伊利冷饮批发,义乌,https://you.ctrip.com/shopping/yiwu1005/1745885.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,5.0,福田二区80栋8号,28
义乌之心,义乌,https://you.ctrip.com/shopping/yiwu1005/3014404.html,https://dimg04.c-ctrip.com/images/01A4t120008qx9tq4330B_C_220_140.jpg,4.0,金华市义乌市新马路,29
佳缘鲜花行,义乌,https://you.ctrip.com/shopping/yiwu1005/1752232.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,4.7,江东中路77号(近杰拉网咖啡),30
义乌市立登饰品配件商行,义乌,https://you.ctrip.com/shopping/yiwu1005/1730063.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,4.7,福田二区19幢3号-2,31
义乌市辛海灯具商行,义乌,https://you.ctrip.com/shopping/yiwu1005/2076707.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,4.5,黄杨梅路好邻居便利超市旁(灯具市场),32
留夫鸭(时代广场店),义乌,https://you.ctrip.com/shopping/yiwu1005/1957151.html,https://dimg04.c-ctrip.com/images/100i15000000ync50B762_C_220_140.jpg,4.4,江东街道小吃街,33
十足(工商学院店),义乌,https://you.ctrip.com/shopping/yiwu1005/1774703.html,https://dimg04.c-ctrip.com/images/1001170000013m1fjE05B_C_220_140.jpg,3.7,学院路百滋味旁,34
十足(东方国际村),义乌,https://you.ctrip.com/shopping/yiwu1005/1773495.html,https://dimg04.c-ctrip.com/images/1001170000013m1fjE05B_C_220_140.jpg,4.0,春晗南街太和堂旁,35
薇薇花艺(薇薇花艺),义乌,https://you.ctrip.com/shopping/yiwu1005/2014899.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,4.3,青口西区3栋2号(十足超市),36
义乌市则军饰品配件商行,义乌,https://you.ctrip.com/shopping/yiwu1005/1729739.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,4.3,福田二区20幢1号-2,37
三溪国医馆(义乌店),义乌,https://you.ctrip.com/shopping/yiwu1005/1719151.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M0B/B4/1E/CghzfVW7TBaAN__3AAA-SNUIFfg035_C_220_140.jpg,4.5,义东路65号,38
唯曼丽品大商场,义乌,https://you.ctrip.com/shopping/yiwu1005/1796272.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg,3.8,稠州北路800金福源商厦A区B1楼,39
世纪华联超市(市场社区卫生服务...,义乌,https://you.ctrip.com/shopping/yiwu1005/3046246.html,https://dimg04.c-ctrip.com/images/100e170000012cf25AFA3_C_220_140.jpg,4.5,稠城街道前大路93-1号(近稠州中路),40
好又多连锁超市(西辅房),义乌,https://you.ctrip.com/shopping/yiwu1005/1826800.html,https://dimg04.c-ctrip.com/images/100q0e0000006ysbhD1DC_C_220_140.jpg,5.0,西辅房1楼-009室,41
