names,places,ranks,scores,address,links,imgs
中百大厦购物中心,青州,1,4.8,尧王山东路26号,https://you.ctrip.com/shopping/qingzhou898/2097005.html,https://dimg04.c-ctrip.com/images/0101n120009hzo2161AB9_C_220_140.jpg
大润发,青州,2,4.7,山东省维坊市青州市范公亭路与云门山路交叉路口（荷花桥路口）东北角，泰丰购物广场西侧,https://you.ctrip.com/shopping/qingzhou898/1362307.html,https://dimg04.c-ctrip.com/images/0102j12000a4lxbt3B1E8_C_220_140.jpg
大利群商场,青州,3,4.5,尧王山西路118号大利群购物中心F1,https://you.ctrip.com/shopping/qingzhou898/2096917.html,https://dimg04.c-ctrip.com/images/100315000000y9uj36443_C_220_140.jpg
泰丰购物广场(范公亭东路),青州,4,4.6,范公亭东路2277号,https://you.ctrip.com/shopping/qingzhou898/2098864.html,https://dimg04.c-ctrip.com/images/100q1700000115a7z81E2_C_220_140.jpg
仁义茶庄,青州,5,5.0,阳光花园A区西商住楼24号,https://you.ctrip.com/shopping/qingzhou898/1743952.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
东阿阿胶(潍坊青州店),青州,6,4.6,玲珑山路中都中央花园8-06号,https://you.ctrip.com/shopping/qingzhou898/1726112.html,https://dimg04.c-ctrip.com/images/1007180000014cxe9B751_C_220_140.jpg
中都财富广场,青州,7,4.6,益都街道玲珑山中路1329号,https://you.ctrip.com/shopping/qingzhou898/2098650.html,https://dimg04.c-ctrip.com/images/100l17000001145f2603E_C_220_140.jpg
宛欣银饰,青州,8,4.0,中都财富广场3-111号(海贝儿北20米),https://you.ctrip.com/shopping/qingzhou898/2078709.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M07/01/C2/CghzflW7TBaAEepGAAA_cKJq0PU514_C_220_140.jpg
光合农场(青州泰华店),青州,9,4.8,范公亭东路1118号泰华城福乐多超市,https://you.ctrip.com/shopping/qingzhou898/1757773.html,https://dimg04.c-ctrip.com/images/0104p120009501ket85AC_C_220_140.jpg
金锣冷鲜肉专卖店(将军山路),青州,10,4.8,昭德南路与227省道交叉口东南50米,https://you.ctrip.com/shopping/qingzhou898/70079284.html,https://dimg04.c-ctrip.com/images/10011800000141o8sE5B8_C_220_140.jpg
中百便利(益王府店),青州,11,4.3,平章府万隆购物中心南150米路西,https://you.ctrip.com/shopping/qingzhou898/1727705.html,https://dimg04.c-ctrip.com/images/01047120008x14n00A70C_C_220_140.jpg
NIKE(潍坊青州银座NK),青州,12,4.5,尧王山东路88号青州银座商城四楼NK专柜,https://you.ctrip.com/shopping/qingzhou898/1706625.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M08/B4/1D/CghzfVW7TBWAIcNtAAA29xzKGmc176_C_220_140.jpg
佳乐家,青州,13,4.8,尧王山西路31-437号(中都财富广场西南),https://you.ctrip.com/shopping/qingzhou898/1750957.html,https://dimg04.c-ctrip.com/images/0101u120008i9ey722B8E_C_220_140.jpg
一家超市,青州,14,4.8,前营子大街,https://you.ctrip.com/shopping/qingzhou898/1706174.html,https://dimg04.c-ctrip.com/images/0104o1200094v9z1s560E_C_220_140.jpg
孟老三瓜子店,青州,15,4.7,海岱中路1564号,https://you.ctrip.com/shopping/qingzhou898/1834895.html,https://dimg04.c-ctrip.com/images/010471200095t32r96A0C_C_220_140.jpg
高柳姜家五香扒鸡熟食店,青州,16,4.5,高柳路口,https://you.ctrip.com/shopping/qingzhou898/2065267.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
七月初七,青州,17,4.6,驼山中路3183号天马影城对面,https://you.ctrip.com/shopping/qingzhou898/1714242.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
义诚肉食铺,青州,18,5.0,玲珑山南路3051号,https://you.ctrip.com/shopping/qingzhou898/1727642.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
中百超市(no.532),青州,19,4.8,海岱中路1799号附近,https://you.ctrip.com/shopping/qingzhou898/3222561.html,https://dimg04.c-ctrip.com/images/0104o1200094ujxmsE163_C_220_140.jpg
一品景芝(青州专卖店),青州,20,4.8,益王府南路82附近,https://you.ctrip.com/shopping/qingzhou898/1711445.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
New Balance,青州,21,4.3,昭德路范公亭路交叉口泰华城（青州店）2层,https://you.ctrip.com/shopping/qingzhou898/1689258.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M08/B4/1D/CghzfVW7TBWAIcNtAAA29xzKGmc176_C_220_140.jpg
(青州服务区)高速超市,青州,22,4.7,青州服务区,https://you.ctrip.com/shopping/qingzhou898/1693974.html,https://dimg04.c-ctrip.com/images/0102i120009qh2j1727E0_C_220_140.jpg
童泰母婴生活馆,青州,23,4.0,范公亭东路泰华城二期噜噜熊2楼,https://you.ctrip.com/shopping/qingzhou898/1974372.html,https://dimg04.c-ctrip.com/images/100c1e000001fnixp2EA9_C_220_140.jpg
金天地购物广场(驼山路店),青州,24,4.7,驼山中路2288号,https://you.ctrip.com/shopping/qingzhou898/2099308.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg
万增祥大药房,青州,25,5.0,范公亭西路1922号,https://you.ctrip.com/shopping/qingzhou898/1710222.html,https://dimg07.c-ctrip.com/images/0106k120008wthmymE379_C_220_140.jpg
中百佳乐家,青州,26,4.8,范公亭东路2638号,https://you.ctrip.com/shopping/qingzhou898/1723738.html,https://dimg04.c-ctrip.com/images/0105c12000954o6qpAB6D_C_220_140.jpg
和盛,青州,27,5.0,范公亭西路1900号,https://you.ctrip.com/shopping/qingzhou898/1797507.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
青岛保税区进口商品,青州,28,4.7,泰华城中兴商业街进口商品直营中心内，洪小面北30米,https://you.ctrip.com/shopping/qingzhou898/2055820.html,https://dimg04.c-ctrip.com/images/100s1g000001hquob2E8B_C_220_140.jpg
青州市中瑞日用品商店,青州,29,4.8,潍坊市青州市,https://you.ctrip.com/shopping/qingzhou898/3000703.html,https://dimg04.c-ctrip.com/images/0105x120009i0283uBFC3_C_220_140.jpg
建伟商店,青州,30,4.0,山东省潍坊市青州市范公亭西路1866号,https://you.ctrip.com/shopping/qingzhou898/4037883.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
特步(云门山北路店),青州,31,,云门山北路红蜻蜓旁,https://you.ctrip.com/shopping/qingzhou898/1952825.html,https://dimg04.c-ctrip.com/images/10071b000001ayx87E68E_C_220_140.jpg
女人坊精品服饰,青州,32,5.0,玲珑山中路国仁堂药店旁,https://you.ctrip.com/shopping/qingzhou898/1827472.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
博雅饰品十元超市,青州,33,4.7,玲珑山中路万杰隆旁,https://you.ctrip.com/shopping/qingzhou898/1778668.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
农丰植保(高冯店),青州,34,5.0,Provincial Highway 230,https://you.ctrip.com/shopping/qingzhou898/1758701.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
乐客超市(牡丹园店),青州,35,4.8,益王府南路中百便利旁,https://you.ctrip.com/shopping/qingzhou898/1733050.html,https://dimg04.c-ctrip.com/images/010661200094ww2vmA486_C_220_140.jpg
泰华城,青州,36,4.3,潍坊市青州市昭德路与范公亭东路交叉口东20米路南,https://you.ctrip.com/shopping/qingzhou898/4338749.html,https://dimg04.c-ctrip.com/images/01A4p12000a6bqvf62997_C_220_140.jpg
俄罗斯进口食品,青州,37,4.0,泰华城1楼福乐多超市收银台对面,https://you.ctrip.com/shopping/qingzhou898/1753090.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
伊利批发零售,青州,38,4.0,泰华城中兴商业街入口东30米路北,https://you.ctrip.com/shopping/qingzhou898/1745781.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
Vero Moda,青州,39,4.0,昭德路范公亭路交叉口泰华城（青州店）1层,https://you.ctrip.com/shopping/qingzhou898/1693888.html,https://dimg04.c-ctrip.com/images/01038120005ul78pm1074_C_220_140.jpg
晨光文具(海之星店),青州,40,5.0,海岱中路职工子弟沿街1749号,https://you.ctrip.com/shopping/qingzhou898/1901948.html,https://dimg04.c-ctrip.com/images/0101o120009gj6z66259E_C_220_140.jpg
(青州服务区)便利店,青州,41,4.3,邵树村附近,https://you.ctrip.com/shopping/qingzhou898/3519409.html,https://dimg04.c-ctrip.com/images/0103g1200094vnk6c8989_C_220_140.jpg
Etam,青州,42,3.0,昭德路范公亭路交叉口泰华城（青州店）1层,https://you.ctrip.com/shopping/qingzhou898/1685148.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/B4/1E/CghzfVW7TBeAA7aJAAA_9hhr3Vk862_C_220_140.jpg
金锣冷鲜肉专卖店(迎宾大道店),青州,43,,迎宾大道附近,https://you.ctrip.com/shopping/qingzhou898/70078320.html,https://dimg04.c-ctrip.com/images/10011800000141o8sE5B8_C_220_140.jpg
金锣冷鲜肉专卖店(云门山南路店),青州,44,,云门山街道云门山南路4869号,https://you.ctrip.com/shopping/qingzhou898/70079293.html,https://dimg04.c-ctrip.com/images/10011800000141o8sE5B8_C_220_140.jpg
金锣冷鲜肉专卖店(稷山路店),青州,45,,稷山路969号附近,https://you.ctrip.com/shopping/qingzhou898/70079302.html,https://dimg04.c-ctrip.com/images/10011800000141o8sE5B8_C_220_140.jpg
德百集团-齐河德百新时代广场,齐河,1,4.4,齐鲁大街与世纪路交口处,https://you.ctrip.com/shopping/qihe2885/1867772.html,https://dimg02.c-ctrip.com/images/100e0r000000gvslcC80E_C_220_140.jpg
济南华联超市（齐河明珠店）,齐河,2,4.3,德州市齐河县明珠花园商业中心A区,https://you.ctrip.com/shopping/qihe2885/2894748.html,https://dimg04.c-ctrip.com/images/100s1e000001fn6k25659_C_220_140.jpg
千黛服饰,齐河,3,5.0,迎宾广场,https://you.ctrip.com/shopping/qihe2885/1775805.html,https://dimg04.c-ctrip.com/images/0102a1200091uupd26F22_C_220_140.png
安踏,齐河,4,4.5,阳光路299号(齐河县人民医院烧创伤整形美容外科治疗中心南),https://you.ctrip.com/shopping/qihe2885/1837946.html,https://dimg04.c-ctrip.com/images/100r180000013nmsi3CCB_C_220_140.jpg
1+1便利店,齐河,5,4.6,山东省德州市齐河县,https://you.ctrip.com/shopping/qihe2885/3368243.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
德百超市,齐河,6,4.5,齐鲁大街南侧世纪路西侧德百新时代广场齐河店负1楼,https://you.ctrip.com/shopping/qihe2885/3261539.html,https://dimg06.c-ctrip.com/images/100o15000000xos8m01E3_C_220_140.jpg
华联超市,齐河,7,4.0,阳光路56-102号,https://you.ctrip.com/shopping/qihe2885/1780095.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
金锣冷鲜肉专卖店,齐河,8,,山东省德州市齐河县向阳路300号,https://you.ctrip.com/shopping/qihe2885/70075011.html,https://dimg04.c-ctrip.com/images/10011800000141o8sE5B8_C_220_140.jpg
易捷便利店(齐河县气象局北),齐河,9,,齐安大街265号附近,https://you.ctrip.com/shopping/qihe2885/3772932.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
每天惠智慧便利店(汇利粮油副食...,齐河,10,,阳光路与齐晏大街交叉口西50米,https://you.ctrip.com/shopping/qihe2885/3274206.html,https://dimg04.c-ctrip.com/images/100k1800000140fc77A1A_C_220_140.jpg
世纪华联超市(焦庙店),齐河,11,,山东省德州市齐河县焦庙镇中国邮政储蓄银行南100米,https://you.ctrip.com/shopping/qihe2885/4075583.html,https://dimg04.c-ctrip.com/images/100e170000012cf25AFA3_C_220_140.jpg
易捷便利店(孟孙庄),齐河,12,,308国道南50米,https://you.ctrip.com/shopping/qihe2885/3324785.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
鑫鑫超市(齐河县),齐河,13,,德州市齐河县,https://you.ctrip.com/shopping/qihe2885/3223648.html,https://dimg04.c-ctrip.com/images/100g180000013pfvq1F66_C_220_140.jpg
每天惠智慧便利店（惠农超市）,齐河,14,,仁里集镇仁里街仁里集镇政府东北侧100米,https://you.ctrip.com/shopping/qihe2885/3076617.html,https://dimg04.c-ctrip.com/images/100k1800000140fc77A1A_C_220_140.jpg
易捷便利店,齐河,15,,焦斌立交与308国道交叉口东100米,https://you.ctrip.com/shopping/qihe2885/3887118.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
易捷便利店(齐顺大街店),齐河,16,,齐顺大街27号,https://you.ctrip.com/shopping/qihe2885/3697297.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
心连心超市,齐河,17,,324省道东50米,https://you.ctrip.com/shopping/qihe2885/3101785.html,https://dimg04.c-ctrip.com/images/100k170000012duos4A3F_C_220_140.jpg
每天惠智慧便利店(洪宝超市),齐河,18,,大黄乡白庄村,https://you.ctrip.com/shopping/qihe2885/3140005.html,https://dimg04.c-ctrip.com/images/100k1800000140fc77A1A_C_220_140.jpg
益佳商厦,齐河,19,,齐安大街与迎宾路交界口,https://you.ctrip.com/shopping/qihe2885/1968402.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg
youngor(阳光路店),齐河,20,,阳光路,https://you.ctrip.com/shopping/qihe2885/2055868.html,https://dimg04.c-ctrip.com/images/1009180000013r5hf2B46_C_220_140.png
幸福粮油酱菜店,齐河,21,,齐晏大街439号,https://you.ctrip.com/shopping/qihe2885/70074036.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
骆家鸡蛋粮油,齐河,22,,齐晏大街424号,https://you.ctrip.com/shopping/qihe2885/70075931.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
齐河县肉联厂放心肉店,齐河,23,,齐晏大街400号附近,https://you.ctrip.com/shopping/qihe2885/70075934.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
大星电脑,齐河,24,5.0,山东省德州市齐河县阳光路473号,https://you.ctrip.com/shopping/qihe2885/3140598.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg
奥特莱斯金街,齐河,25,,齐河县齐鲁大街南侧，世纪路西侧,https://you.ctrip.com/shopping/qihe2885/3708346.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg
李传军水果干货批发,齐河,26,,山东省德州市齐河县晏城街道齐晏大街农业局北150米,https://you.ctrip.com/shopping/qihe2885/70074974.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
新世纪家具建材装饰商城,齐河,27,,山东省德州市齐河县焦庙镇焦庙客运站东200米,https://you.ctrip.com/shopping/qihe2885/70075019.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
粮油食品专卖店,齐河,28,,迎宾路18号,https://you.ctrip.com/shopping/qihe2885/70075927.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
海鑫购物中心,齐河,29,,山东省德州市齐河县晏黄路南北社区,https://you.ctrip.com/shopping/qihe2885/3311621.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg
盛世购物中心,齐河,30,,晨鸣路附近,https://you.ctrip.com/shopping/qihe2885/3570531.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg
山东齐齐发大市场,齐河,31,,黄河经济开发区,https://you.ctrip.com/shopping/qihe2885/70074097.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
精品粮油店(晨鸣路),齐河,32,,晨鸣路附近,https://you.ctrip.com/shopping/qihe2885/70074966.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
可新肉食店,齐河,33,,309国道附近,https://you.ctrip.com/shopping/qihe2885/70074101.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
1+1菜市场,齐河,34,,向阳路237号,https://you.ctrip.com/shopping/qihe2885/70076184.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
齐都农贸市场,齐河,35,,向阳路235号附近,https://you.ctrip.com/shopping/qihe2885/70075029.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
诚信粮油店(齐鲁大街店),齐河,36,,齐鲁大街196号,https://you.ctrip.com/shopping/qihe2885/70075908.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
焦斌百货商场,齐河,37,,晏北街道商贸街,https://you.ctrip.com/shopping/qihe2885/70162313.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg
万山粮油批发,齐河,38,,晏城镇晏婴路104号,https://you.ctrip.com/shopping/qihe2885/70074983.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
枣园,齐河,39,,齐贸大街57号齐河县社会劳动保险事业处附近,https://you.ctrip.com/shopping/qihe2885/70075000.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
潘店农贸市场,齐河,40,,309国道附近,https://you.ctrip.com/shopping/qihe2885/70075025.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
欢乐派商业街,齐河,41,,德州市齐河县黄河国际生态城旅游路07号(近泉城极地海洋世界)泉城欧乐堡梦幻世界欢乐派梦幻小镇内,https://you.ctrip.com/shopping/qihe2885/3936300.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg
正大百货批发中心,齐河,42,,东宋步行街4-003,https://you.ctrip.com/shopping/qihe2885/3583736.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
盈裕百货,齐河,43,,向阳路221号,https://you.ctrip.com/shopping/qihe2885/3912262.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
齐河服务区-超市,齐河,44,,(齐河服务区)客房附近,https://you.ctrip.com/shopping/qihe2885/3235550.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
1加1便利店,齐河,45,,山东省德州市齐河县迎宾路辅路,https://you.ctrip.com/shopping/qihe2885/3198599.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg
沈阳大悦城,沈阳,1,4.7,沈阳市大东区小东路6号,https://you.ctrip.com/shopping/shenyang155/1356069.html,https://dimg04.c-ctrip.com/images/01A2s120008w7t387EDB1_C_220_140.jpg
万象城,沈阳,2,4.8,青年大街288号,https://you.ctrip.com/shopping/shenyang155/1356075.html,https://dimg04.c-ctrip.com/images/01037120008gb54nt58C4_C_220_140.jpg
中兴沈阳商业大厦,沈阳,3,4.8,太原北街86号,https://you.ctrip.com/shopping/shenyang155/1356067.html,https://dimg04.c-ctrip.com/images/100s1d000001ek1c33D04_C_220_140.jpg
万达广场(太原街店),沈阳,4,4.8,太原南街2号(近百盛),https://you.ctrip.com/shopping/shenyang155/1356086.html,https://dimg04.c-ctrip.com/images/100g0y000000lxt0v1A54_C_220_140.jpg
皇城恒隆广场,沈阳,5,4.7,中街路128号(兴隆大家庭对面),https://you.ctrip.com/shopping/shenyang155/1356073.html,https://dimg04.c-ctrip.com/images/100o0p000000fkq991E78_C_220_140.jpg
沈阳春天,沈阳,6,4.7,皇城街道中街168号（近中街步行街）,https://you.ctrip.com/shopping/shenyang155/1356087.html,https://dimg04.c-ctrip.com/images/01A2w1200084bsmppD1DC_C_220_140.jpg
新世界百货（中华路店）,沈阳,7,4.4,沈阳市和平区中华路88号,https://you.ctrip.com/shopping/shenyang155/1356085.html,https://dimg04.c-ctrip.com/images/0106j120008czfm7p79D5_C_220_140.jpg
外交官箱包（辽宁沈阳机场）,沈阳,8,4.7,沈阳市浑南区桃仙乡沈丹高速公路第一路口桃仙机场T3出发厅安检外,https://you.ctrip.com/shopping/shenyang155/1456325.html,https://dimg04.c-ctrip.com/images/10070h0000008p1sgA3F3_C_220_140.jpg
兴隆大家庭(中街店),沈阳,9,4.5,中街路115号(66皇城恒隆广场对面),https://you.ctrip.com/shopping/shenyang155/1356062.html,https://dimg04.c-ctrip.com/images/10051d000001eh20rAE7B_C_220_140.jpg
商业城(中街路店),沈阳,10,4.5,中街路212号（近朝阳街）,https://you.ctrip.com/shopping/shenyang155/1356058.html,https://dimg04.c-ctrip.com/images/0101412000a4ppeyz3B90_C_220_140.jpg
麦德龙（铁西商场店）,沈阳,11,4.7,沈阳市铁西区兴工北街2号(近光明路),https://you.ctrip.com/shopping/shenyang155/1356082.html,https://dimg04.c-ctrip.com/images/10071e000001fcfl33E1C_C_220_140.jpg
千盛百货购物中心,沈阳,12,4.4,长江街99号,https://you.ctrip.com/shopping/shenyang155/1356077.html,https://dimg04.c-ctrip.com/images/0105u1200045rx06yB6CE_C_220_140.jpg
