names,places,popularity,scores,links,imgs
敦煌莫高窟数字展示中心,敦煌,5.4,4.6,https://you.ctrip.com/sight/dunhuang8/5072559.html,https://dimg04.c-ctrip.com/images/0102p1200082hl8lp8A6F_C_220_140.jpg
鸣沙山玩友房车野奢露营地,敦煌,5.3,5,https://you.ctrip.com/sight/dunhuang8/133899965.html,https://dimg06.c-ctrip.com/images/0105w120009nt44xzE668_C_220_140.jpg
敦煌石窟艺术保护研究陈列中心,敦煌,5.3,4.6,https://you.ctrip.com/sight/dunhuang8/4940.html,https://dimg04.c-ctrip.com/images/010041200089wqzpnE4C0_C_220_140.jpg
敦煌画院,敦煌,5.2,4.9,https://you.ctrip.com/sight/dunhuang8/69400023.html,https://dimg04.c-ctrip.com/images/01012120009i6313b347A_C_220_140.jpg
莫高窟148窟,敦煌,5.1,4.8,https://you.ctrip.com/sight/dunhuang8/1675858.html,https://dimg02.c-ctrip.com/images/100m1f000001gzmciD294_C_220_140.jpg
玉门关遗址,敦煌,4.9,5,https://you.ctrip.com/sight/dunhuang8/130887001.html,https://dimg04.c-ctrip.com/images/01059120004v86ew49E24_C_220_140.jpg
藏经洞,敦煌,4.9,4.6,https://you.ctrip.com/sight/dunhuang8/1675857.html,https://dimg04.c-ctrip.com/images/01019120008glovho82C7_C_220_140.jpg
敦煌丝路遗产城,敦煌,4.9,3.5,https://you.ctrip.com/sight/dunhuang8/112653034.html,https://dimg04.c-ctrip.com/images/0100i12000b6reyw3B693_C_220_140.jpg
九层楼,敦煌,4.8,4.7,https://you.ctrip.com/sight/dunhuang8/1675871.html,https://dimg04.c-ctrip.com/images/10041f000001gp9q0536A_C_220_140.jpg
敦煌光电博览园,敦煌,4.8,5,https://you.ctrip.com/sight/dunhuang8/135627589.html,https://dimg04.c-ctrip.com/images/1lo1l12000aunhogp6643_C_220_140.jpg
反弹琵琶雕像,敦煌,4.8,4.6,https://you.ctrip.com/sight/dunhuang8/51658.html,https://dimg04.c-ctrip.com/images/100k15000000xet3558DF_C_220_140.jpg
《丝路花雨》演出,敦煌,4.7,4.9,https://you.ctrip.com/sight/dunhuang8/2023112.html,https://dimg04.c-ctrip.com/images/10061f000001gqxqgFAB2_C_220_140.jpg
乐动敦煌剧场,敦煌,4.6,5,https://you.ctrip.com/sight/dunhuang8/136636408.html,https://dimg04.c-ctrip.com/images/1mh0212000baluuhaD8C4_C_220_140.jpg
鸣沙山金驼户外沙漠露营基地,敦煌,4.5,5,https://you.ctrip.com/sight/dunhuang8/133901936.html,https://dimg04.c-ctrip.com/images/0104i12000atjyfzm7D45_C_220_140.jpg
河仓城,敦煌,4.4,4.5,https://you.ctrip.com/sight/dunhuang8/4943.html,https://dimg04.c-ctrip.com/images/10081f000001gqico55C3_C_220_140.jpg
敦煌民俗博物馆,敦煌,4.4,4.3,https://you.ctrip.com/sight/dunhuang8/1565.html,https://dimg06.c-ctrip.com/images/0103l1200082m1rknA459_C_220_140.jpg
敦煌雅丹国家地质公园地学博物馆,敦煌,4.3,4.8,https://you.ctrip.com/sight/dunhuang8/5704232.html,https://dimg04.c-ctrip.com/images/0101t12000834it13E5FD_C_220_140.jpg
阳关博物馆,敦煌,4.1,4.4,https://you.ctrip.com/sight/dunhuang8/70352773.html,https://dimg03.c-ctrip.com/images/01035120008dgihrxFC57_C_220_140.jpg
西晋墓,敦煌,3.9,4.6,https://you.ctrip.com/sight/dunhuang8/2480937.html,https://dimg06.c-ctrip.com/images/1006190000017exr22E88_C_220_140.jpg
敦煌艺术馆,敦煌,3.9,4.8,https://you.ctrip.com/sight/dunhuang8/3141442.html,https://dimg04.c-ctrip.com/images/0100a12000azie4vpB4E8_C_220_140.jpg
三危圣境,敦煌,3.9,4.9,https://you.ctrip.com/sight/dunhuang8/4952.html,https://dimg04.c-ctrip.com/images/100315000000xccoh7C81_C_220_140.jpg
酒泉海市蜃楼,敦煌,3.9,4.5,https://you.ctrip.com/sight/dunhuang8/1831739.html,https://dimg04.c-ctrip.com/images/0100r12000bbdr9slA336_C_220_140.jpg
甘肃敦煌,敦煌,3.9,4.7,https://you.ctrip.com/sight/dunhuang8/135961068.html,https://dimg04.c-ctrip.com/images/0100612000b6i1cgxCA3D_C_220_140.jpg
阳关烽燧,敦煌,3.8,4.6,https://you.ctrip.com/sight/dunhuang8/1675851.html,https://dimg04.c-ctrip.com/images/1A0e180000013xyfl8A5E_C_220_140.jpg
敦煌小镇,敦煌,3.8,4.5,https://you.ctrip.com/sight/dunhuang8/112647583.html,https://dimg04.c-ctrip.com/images/0101712000ay6zwlf6BBD_C_220_140.jpg
敦煌鸣沙山国际沙漠露营地,敦煌,3.6,3.8,https://you.ctrip.com/sight/dunhuang8/79890839.html,https://dimg04.c-ctrip.com/images/0103b1200086nihcjA61D_C_220_140.jpg
敦煌千年胡杨林风情园,敦煌,3.6,4.1,https://you.ctrip.com/sight/dunhuang8/1751526.html,https://dimg04.c-ctrip.com/images/0101w120009dy97n6AF1E_C_220_140.jpg
敦煌牧星人沙漠露营基地,敦煌,3.6,5,https://you.ctrip.com/sight/dunhuang8/133892697.html,https://dimg04.c-ctrip.com/images/01036120009dozc3d3C0F_C_220_140.jpg
敦煌国际沙漠露营地,敦煌,3.5,4.3,https://you.ctrip.com/sight/dunhuang8/118730440.html,https://dimg08.c-ctrip.com/images/0102y120008lh3mssC924_C_220_140.jpg
白马塔,敦煌,3.5,3.9,https://you.ctrip.com/sight/dunhuang8/4944.html,https://dimg04.c-ctrip.com/images/0103s120008icc98lE6D5_C_220_140.jpg
敦煌鸣沙山漠洛哥沙漠星空露营帐...,敦煌,3.5,,https://you.ctrip.com/sight/dunhuang8/133892708.html,https://dimg04.c-ctrip.com/images/0100a120009doza3457C0_C_220_140.jpg
敦煌研究院院史陈列馆,敦煌,3.4,4.7,https://you.ctrip.com/sight/dunhuang8/2608783.html,https://dimg04.c-ctrip.com/images/0105a12000b0fnsnt8563_C_220_140.jpg
玉门关遗址陈列展览馆,敦煌,3.4,5,https://you.ctrip.com/sight/dunhuang8/5702900.html,https://dimg04.c-ctrip.com/images/01A30120008qtrrpo661F_C_220_140.jpg
敦煌漠葛沙漠露营基地,敦煌,3.4,,https://you.ctrip.com/sight/dunhuang8/56809812.html,https://dimg04.c-ctrip.com/images/01A3s120009d47c21DAC3_C_220_140.jpg
大漠传奇户外露营地,敦煌,3.4,,https://you.ctrip.com/sight/dunhuang8/133899955.html,https://dimg04.c-ctrip.com/images/0103b120009dpksdu3AF5_C_220_140.jpg
敦煌市图书馆,敦煌,3.4,5,https://you.ctrip.com/sight/dunhuang8/2600699.html,https://dimg04.c-ctrip.com/images/0106o12000azif1ceA36A_C_220_140.jpg
敦煌西湖国家级自然保护区,敦煌,3.3,4.6,https://you.ctrip.com/sight/dunhuang8/1683214.html,https://dimg03.c-ctrip.com/images/0103d120008a336008AE5_C_220_140.jpg
甘肃省敦煌市地矿博物馆,敦煌,3.3,4.5,https://you.ctrip.com/sight/dunhuang8/5704292.html,https://dimg04.c-ctrip.com/images/0100u120009azlzf040D6_C_220_140.png
悬泉置遗址,敦煌,3.3,4.4,https://you.ctrip.com/sight/dunhuang8/4947.html,https://dimg04.c-ctrip.com/images/100f0h0000008tne492ED_C_220_140.jpg
党河水库,敦煌,3.3,4.7,https://you.ctrip.com/sight/dunhuang8/1675876.html,https://dimg04.c-ctrip.com/images/1A0f13000000uiwsl6AAF_C_220_140.jpg
太阳温泉,敦煌,3.3,4.2,https://you.ctrip.com/sight/dunhuang8/70404.html,https://dimg02.c-ctrip.com/images/100n13000000v0gwjAB18_C_220_140.jpg
敦煌鸣沙山大漠秘境野奢沙漠露营...,敦煌,3.2,,https://you.ctrip.com/sight/dunhuang8/133892719.html,https://dimg04.c-ctrip.com/images/01065120009dozdyt8260_C_220_140.jpg
敦煌书画院,敦煌,3.2,4.6,https://you.ctrip.com/sight/dunhuang8/1675882.html,https://dimg06.c-ctrip.com/images/100l0v000000jja4dD83C_C_220_140.jpg
敦煌民族风情城,敦煌,3.2,4.8,https://you.ctrip.com/sight/dunhuang8/136280.html,https://dimg03.c-ctrip.com/images/0101t1200081521gg1F58_C_220_140.jpg
敦煌市漠客探游露营接待中心,敦煌,3.1,5,https://you.ctrip.com/sight/dunhuang8/133892653.html,https://dimg04.c-ctrip.com/images/0104e120009doyeriBB01_C_220_140.jpg
莫高里工匠村,敦煌,3.1,,https://you.ctrip.com/sight/dunhuang8/5714645.html,https://dimg04.c-ctrip.com/images/01A2212000a6zrsg359F2_C_220_140.jpg
敦煌玩友国际沙漠露营基地,敦煌,3.1,,https://you.ctrip.com/sight/dunhuang8/133892714.html,https://dimg04.c-ctrip.com/images/0100c120009dozg9eCED7_C_220_140.jpg
阳关文物旅游景区,敦煌,3.1,,https://you.ctrip.com/sight/dunhuang8/70367854.html,https://dimg08.c-ctrip.com/images/0101y12000976xnve877E_C_220_140.jpg
渥洼池,敦煌,3.1,4.3,https://you.ctrip.com/sight/dunhuang8/4951.html,https://dimg04.c-ctrip.com/images/01054120009dn2mog28CC_C_220_140.jpg
党河大峡谷,敦煌,3.1,5,https://you.ctrip.com/sight/dunhuang8/5707789.html,https://dimg04.c-ctrip.com/images/01A1c120009w7ed326083_C_220_140.jpg
三危山,敦煌,3.1,4,https://you.ctrip.com/sight/dunhuang8/5067474.html,https://dimg04.c-ctrip.com/images/1A0f14000000w02oyFB42_C_220_140.jpg
敦煌妙街,敦煌,3.0,4.5,https://you.ctrip.com/sight/dunhuang8/1830280.html,https://dimg04.c-ctrip.com/images/0102v12000b1r5ug5DA24_C_220_140.jpg
敦煌西湖湿地风景区,敦煌,3.0,4.7,https://you.ctrip.com/sight/dunhuang8/1714607.html,https://dimg04.c-ctrip.com/images/0100j1200086kyk0x7A12_C_220_140.jpg
366沙漠露营地,敦煌,3.0,3,https://you.ctrip.com/sight/dunhuang8/133899780.html,https://dimg04.c-ctrip.com/images/0101w120009dp5ijf0E03_C_220_140.jpg
敦煌古月特色星空沙漠帐篷露营,敦煌,3.0,,https://you.ctrip.com/sight/dunhuang8/133892800.html,https://dimg04.c-ctrip.com/images/01022120009dp12wl1B8E_C_220_140.jpg
药王洞遗址,敦煌,2.9,4.6,https://you.ctrip.com/sight/dunhuang8/1834908.html,https://dimg06.c-ctrip.com/images/100v1f000001h19pw69AA_C_220_140.jpg
敦煌大剧院,敦煌,2.9,4.7,https://you.ctrip.com/sight/dunhuang8/136275.html,https://dimg04.c-ctrip.com/images/01006120009e4sgxfC83C_C_220_140.jpg
敦煌大漠繁星旅拍星空沙漠露营基...,敦煌,2.8,,https://you.ctrip.com/sight/dunhuang8/133892809.html,https://dimg04.c-ctrip.com/images/0102r120009dp08j87BAB_C_220_140.jpg
敦煌鸣沙山石器部落星空沙漠露营...,敦煌,2.8,,https://you.ctrip.com/sight/dunhuang8/133892681.html,https://dimg04.c-ctrip.com/images/0103x120009doz3f8FB8D_C_220_140.jpg
五色沙沙漠露营地,敦煌,2.8,,https://you.ctrip.com/sight/dunhuang8/133899864.html,https://dimg04.c-ctrip.com/images/01001120009dp5x1z0A32_C_220_140.jpg
党河风情线国家水利风景区,敦煌,2.8,4.8,https://you.ctrip.com/sight/dunhuang8/5069526.html,https://dimg04.c-ctrip.com/images/100u15000000xalixBBD4_C_220_140.jpg
沙坡头沙漠露营地,敦煌,2.7,,https://you.ctrip.com/sight/dunhuang8/133899793.html,https://dimg04.c-ctrip.com/images/0100k120009dp5fk29B15_C_220_140.jpg
天河游泳馆,敦煌,2.7,,https://you.ctrip.com/sight/dunhuang8/134056187.html,https://dimg04.c-ctrip.com/images/0106l120009j4enu5CF23_C_220_140.jpg
敦煌莫高鸿杰沙漠露营基地,敦煌,2.6,1,https://you.ctrip.com/sight/dunhuang8/111425579.html,https://dimg02.c-ctrip.com/images/0105o120008gay45t9A6D_C_220_140.jpg
《敦煌之夏》文艺表演,敦煌,2.6,4.5,https://you.ctrip.com/sight/dunhuang8/136257.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M07/AE/61/CghzgFW7IAaAUAe7AAA95MggZ7Y395_C_220_140.jpg
西海舰队（垄岗状雅丹）,敦煌,2.6,3.8,https://you.ctrip.com/sight/dunhuang8/5708992.html,https://dimg01.c-ctrip.com/images/0104d120008dgmqc501EF_C_220_140.jpg
月牙阁,敦煌,2.6,4.4,https://you.ctrip.com/sight/dunhuang8/5610366.html,https://dimg04.c-ctrip.com/images/0102z120008g2ny3o7626_C_220_140.jpg
365沙漠露营基地,敦煌,2.5,3.7,https://you.ctrip.com/sight/dunhuang8/3899313.html,https://dimg04.c-ctrip.com/images/10060u000000ivju1B662_C_220_140.jpg
沙洲故城,敦煌,2.5,,https://you.ctrip.com/sight/dunhuang8/112649480.html,https://dimg04.c-ctrip.com/images/0103s12000bbdvxkpF2D7_C_220_140.jpg
幻景式敦煌文化杂技剧《九色鹿》,敦煌,2.5,,https://you.ctrip.com/sight/dunhuang8/136638083.html,https://dimg04.c-ctrip.com/images/1lo5n12000b2x1ae244D0_C_220_140.jpg
西云观,敦煌,2.5,4,https://you.ctrip.com/sight/dunhuang8/4950.html,https://dimg04.c-ctrip.com/images/0105d120009fmhcvoAE3D_C_220_140.jpg
都尉府,敦煌,2.5,4.5,https://you.ctrip.com/sight/dunhuang8/1675866.html,https://dimg04.c-ctrip.com/images/100m0v000000jshv2858A_C_220_140.jpg
鸣沙山乐游自驾游沙漠露营基地,敦煌,2.5,,https://you.ctrip.com/sight/dunhuang8/133892629.html,https://dimg04.c-ctrip.com/images/0105a120009doygnu66AC_C_220_140.jpg
敦煌又见青春沙漠露营基地,敦煌,2.5,5,https://you.ctrip.com/sight/dunhuang8/133892582.html,https://dimg04.c-ctrip.com/images/01038120009doxku55758_C_220_140.jpg
敦煌鸣沙山夜宿野奢沙漠露营基地,敦煌,2.5,,https://you.ctrip.com/sight/dunhuang8/133892732.html,https://dimg04.c-ctrip.com/images/0101u120009doz8wkFE05_C_220_140.jpg
