names,places,links,imgs,scores,address,ranks
Eastern Market Pottery,华盛顿,https://you.ctrip.com/shopping/washingtondc257/1456957.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M0A/01/C3/CghzflW7TBeAZ2_iAABA4yZETpI233_C_220_140.jpg,5.0,"C Street Door, 225 7th St SE, Washington, DC 20003, USA",42
Air And Space Museum Store,华盛顿,https://you.ctrip.com/shopping/washingtondc257/2151256.html,https://dimg01.c-ctrip.com/images/0102p120008bson407B98_C_220_140.jpg,4.0,601 Jefferson Dr. SW,43
7-Eleven,华盛顿,https://you.ctrip.com/shopping/washingtondc257/77570439.html,https://dimg04.c-ctrip.com/images/100q0e0000006ysbhD1DC_C_220_140.jpg,,"1918 14th St S.E., Washington, DC 20020",44
7-Eleven,华盛顿,https://you.ctrip.com/shopping/washingtondc257/77569558.html,https://dimg04.c-ctrip.com/images/100q0e0000006ysbhD1DC_C_220_140.jpg,,"1233 Brentwood Rd, Washington, DC 20018",45
圣地亚哥海港村,圣地亚哥,https://you.ctrip.com/shopping/sandiego1954/75756.html,https://dimg04.c-ctrip.com/images/01A6n32345br7vlvk7E53_C_220_140.jpg,4.8,"849 West Harbor Drive San Diego, CA 92101",1
西蒙时尚购物中心,圣地亚哥,https://you.ctrip.com/shopping/sandiego1954/1362426.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M0B/B8/FE/CghzfFSot7KABj7IAAC4Q-VMaVI354_C_220_140.jpg,4.7,"7007 Friars Rd, San Diego , CA, 92108-1152",2
梅西百货（圣地亚哥时尚谷购物中...,圣地亚哥,https://you.ctrip.com/shopping/sandiego1954/46010.html,https://dimg04.c-ctrip.com/images/100p0h000000922r10E25_C_220_140.jpg,4.7,"""7017 FRIARS RD,San Diego, CA 92108 """,3
西田 UTC 购物中心,圣地亚哥,https://you.ctrip.com/shopping/sandiego1954/1444491.html,https://dimg04.c-ctrip.com/images/100isa133zfkcq99s5EFD_C_220_140.jpg,4.7,"4545 La Jolla Village Drive, San Diego, California, 92122, United States",4
西田霍顿广场,圣地亚哥,https://you.ctrip.com/shopping/sandiego1954/1444486.html,https://dimg04.c-ctrip.com/images/10010p000000g1m3h2093_C_220_140.jpg,4.6,"324 Horton Plaza, San Diego, California, 92101, United States",5
梅西百货（圣地亚哥霍顿广场店）,圣地亚哥,https://you.ctrip.com/shopping/sandiego1954/46014.html,https://dimg04.c-ctrip.com/images/100p0h000000922r10E25_C_220_140.jpg,3.0,"""160 HORTON PLAZA,San Diego, CA 92101 """,6
Las Americas Premium Outlets,圣地亚哥,https://you.ctrip.com/shopping/sandiego1954/1455296.html,https://dimg04.c-ctrip.com/images/100f0f0000007b69c4D67_C_220_140.jpg,5.0,"4211 Camino De La Plaza, San Diego, CA 92173",7
海港村,圣地亚哥,https://you.ctrip.com/shopping/sandiego1954/2129243.html,https://dimg04.c-ctrip.com/images/1008160000010i68u8394_C_220_140.jpg,5.0,"849 West Harbor Drive, Downtown, San Diego, CA 92101",8
瓦斯灯街区,圣地亚哥,https://you.ctrip.com/shopping/sandiego1954/2130549.html,https://dimg04.c-ctrip.com/images/100m160000010rd5kEC58_C_220_140.jpg,5.0,"Fourth Avenue between Broadway and Market, San Diego, CA 92101",9
Amazon Books,圣地亚哥,https://you.ctrip.com/shopping/sandiego1954/2179005.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,5.0,"美国,CA,San Diego,4545 La Jolla Village Drive Ste D-18,92122",10
