names,places,links,imgs,scores,address,ranks
Stockbridge集市,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449703.html,https://dimg08.c-ctrip.com/images/100r15000000y3a6y525A_C_220_140.jpg,4.6,"1 Saunders Street, Edinburgh EH3 6TQ",5
The West End,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449702.html,https://dimg04.c-ctrip.com/images/fd/tg/g5/M05/90/D4/CggYsVbALZOAYiJ8AADQC9dxJ4M447_C_220_140.jpg,4.9,,6
Multrees Walk,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449683.html,https://dimg03.c-ctrip.com/images/fd/tg/g4/M05/BC/68/CggYHFa_-UOAEs3pAAEZEvs0vQM910_C_220_140.jpg,4.7,"Multrees Walk, Edinburgh EH1 3DQ",7
Cadenhead’s Whisky Shop,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449715.html,https://dimg03.c-ctrip.com/images/fd/tg/g3/M01/AE/3B/CggYG1bC5cSAJ8MnAABlA5KDG9g118_C_220_140.jpg,5.0,"172 Canongate, Royal Mile, Edinburgh EH8 8BN",8
Hawick Cashmere,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449713.html,https://dimg01.c-ctrip.com/images/fd/tg/g6/M00/99/ED/CggYtFbC046AHdXwAAD_w9lF30A370_C_220_140.jpg,5.0,"71 Grassmarket, Old Town, Edinburgh EH1 2HJ",9
Armchair Books,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449676.html,https://dimg04.c-ctrip.com/images/fd/tg/g4/M02/77/DA/CggYHla0S7mAOXtoAADXvl_uRSk290_C_220_140.jpg,5.0,"72-74 West Port, Edinburgh EH1 2LE",10
Mr Wood's Fossils,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449736.html,https://dimg04.c-ctrip.com/images/fd/tg/g5/M03/0B/A0/CggYsVbigzyAG5wXAAGS2EINbzo185_C_220_140.jpg,4.8,"5 Cowgatehead, Edinburgh EH1 1JY",11
Isle of Skye Candle Company,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449700.html,https://dimg03.c-ctrip.com/images/fd/tg/g6/M07/94/7C/CggYs1bBcgOAWqg-AAG2NN_u3LU983_C_220_140.jpg,5.0,"93 West Bow Street, Edinburgh EH1 2JP, Scotland",12
Bruntsfield,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449694.html,https://dimg08.c-ctrip.com/images/fd/tg/g6/M0A/8F/DC/CggYslbATL2AHcOpAACNnwohF4c308_C_220_140.jpg,5.0,"Bruntsfield Pl, Edinburgh EH10",13
Studio One,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449662.html,https://dimg04.c-ctrip.com/images/fd/tg/g4/M04/77/A5/CggYHFazI0OABfZ3AAKIfI_69rE700_C_220_140.jpg,4.7,"10 Stafford Street, Edinburgh EH3 7AU",14
Tartan Weaving Mill and Exhibi...,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449688.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M0B/B4/FD/CghzfFW7TBSADCwmAAA_QkCyQxc009_C_220_140.jpg,4.7,"555 Castlehill, Edinburgh EH1 2ND",15
21st Century Kilts,爱丁堡,https://you.ctrip.com/shopping/edinburgh389/1449721.html,https://dimg03.c-ctrip.com/images/fd/tg/g5/M06/96/9A/CggYsVbBomaAR48GAAB0VnXmnYs163_C_220_140.jpg,4.7,"48 Thistle St, Edinburgh EH2 1EN",16
