names,places,links,imgs,scores,address,ranks
凤凰街金三角,贵港,https://you.ctrip.com/shopping/guigang711/1765873.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg,4.5,凤凰二街(华隆超市正对面),19
永盛百汇超市(东湖店),贵港,https://you.ctrip.com/shopping/guigang711/3676332.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg,4.8,广西壮族自治区贵港市港北区和平路116号永盛百汇超市(东湖店)1层,20
361°(凤凰3店),贵港,https://you.ctrip.com/shopping/guigang711/1696188.html,https://dimg04.c-ctrip.com/images/10071800000143j10067C_C_220_140.png,4.5,凤凰一街,21
百香果园(东湖店),贵港,https://you.ctrip.com/shopping/guigang711/1962244.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,5.0,东湖永盛百汇超市一楼外租区J1铺面,22
官成镇小天鹅专卖店,贵港,https://you.ctrip.com/shopping/pingnan1398/1842256.html,https://dimg04.c-ctrip.com/images/ww0k1f000001gx8woCA21_C_220_140.png,5.0,平安街58号,23
港港得优质健康生活日用品店,贵港,https://you.ctrip.com/shopping/guigang711/3460472.html,https://dimg04.c-ctrip.com/images/100o1e000001fhuqgC51F_C_220_140.jpg,4.0,324国道北50米,24
美丽岛超市,贵港,https://you.ctrip.com/shopping/pingnan1398/3651549.html,https://dimg06.c-ctrip.com/images/100v1c000001e03fz1705_C_220_140.jpg,4.0,贵港市平南县城湖路188号,25
7号仓库,贵港,https://you.ctrip.com/shopping/guigang711/1696433.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/B4/1E/CghzfVW7TBeAA7aJAAA_9hhr3Vk862_C_220_140.jpg,5.0,贵城街道凤凰二街48号,26
江南商贸城,贵港,https://you.ctrip.com/shopping/guigang711/2329750.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg,4.0,南山路478号,27
粉丝衣柜,贵港,https://you.ctrip.com/shopping/guiping418/1978106.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/B4/1E/CghzfVW7TBeAA7aJAAA_9hhr3Vk862_C_220_140.jpg,5.0,桂南北路,28
谜底(桂南北路店),贵港,https://you.ctrip.com/shopping/guiping418/2024299.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/B4/1E/CghzfVW7TBeAA7aJAAA_9hhr3Vk862_C_220_140.jpg,5.0,桂南路中段,29
雨兰新中式床品,贵港,https://you.ctrip.com/shopping/guiping418/2056737.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M07/B3/FD/CghzgFW7TBiAfRNBAAA01L5tAw4655_C_220_140.jpg,5.0,桂南路历山大厦附近,30
巴比兔童装专卖店,贵港,https://you.ctrip.com/shopping/guiping418/1857077.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/B4/1E/CghzfVW7TBeAA7aJAAA_9hhr3Vk862_C_220_140.jpg,3.0,桂南路84号,31
香港鳄鱼恤,贵港,https://you.ctrip.com/shopping/guiping418/2065186.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/B4/1E/CghzfVW7TBeAA7aJAAA_9hhr3Vk862_C_220_140.jpg,4.0,人民中路7号,32
淘淘女鞋ve美甲作坊,贵港,https://you.ctrip.com/shopping/pingnan1398/1942385.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/B4/1E/CghzfVW7TBeAA7aJAAA_9hhr3Vk862_C_220_140.jpg,3.0,平南镇城湖路盛世名城往城顶方向二十米(盛世名城),33
