names,popularity,scores,links,imgs
碛口风景名胜区,6.1,4.8,https://you.ctrip.com/sight/lincounty2998/5143253.html,https://dimg04.c-ctrip.com/images/0104i1200086v59oc09B5_C_220_140.jpg
碛口古镇,6.1,4.4,https://you.ctrip.com/sight/lincounty2998/51818.html,https://dimg06.c-ctrip.com/images/0103l1200083nq8t31740_C_220_140.jpg
李自成行宫,5.1,4.5,https://you.ctrip.com/sight/mizhi1895/16789.html,https://dimg08.c-ctrip.com/images/100m1f000001gzmhl8D6E_C_220_140.jpg
米脂窑洞古城,4.8,4.4,https://you.ctrip.com/sight/mizhi1895/69579500.html,https://dimg04.c-ctrip.com/images/0101212000ax1fu7cDAF2_C_220_140.jpg
双水村,4.0,4.5,https://you.ctrip.com/sight/suide2769/1786878.html,https://dimg04.c-ctrip.com/images/0102v12000auxwhnp1780_C_220_140.jpg
绥德党氏庄园,3.6,4.6,https://you.ctrip.com/sight/suide2769/1979752.html,https://dimg04.c-ctrip.com/images/100u180000014a8siB4CC_C_220_140.jpg
李家山,5.0,4.5,https://you.ctrip.com/sight/lincounty2998/1415619.html,https://dimg04.c-ctrip.com/images/100p1f000001gpdha62FC_C_220_140.jpg
扶苏墓-蒙恬墓,3.5,4.6,https://you.ctrip.com/sight/suide2769/54876.html,https://dimg04.c-ctrip.com/images/0106m12000a25w6zh468D_C_220_140.png
路遥纪念馆,3.5,4,https://you.ctrip.com/sight/qingjian1446135/2623694.html,https://dimg04.c-ctrip.com/images/0100w12000anvqzle04DB_C_220_140.jpg
绥德石狮博物馆,3.3,4.7,https://you.ctrip.com/sight/suide2769/3171403.html,https://dimg04.c-ctrip.com/images/100u1c000001d6590B5F4_C_220_140.jpg
白云山,5.6,4.5,https://you.ctrip.com/sight/jiaxian1446133/16791.html,https://dimg02.c-ctrip.com/images/100e1f000001gt12n4B0D_C_220_140.jpg
习仲勋旧居,3.2,,https://you.ctrip.com/sight/suide2769/4595448.html,https://dimg04.c-ctrip.com/images/0106v1200091h8avm4666_C_220_140.jpg
绥德县博物馆,3.0,4.7,https://you.ctrip.com/sight/suide2769/2473347.html,https://dimg04.c-ctrip.com/images/0106112000b0rj9guF3A3_C_220_140.jpg
石魂广场,3.0,,https://you.ctrip.com/sight/suide2769/130369263.html,https://dimg04.c-ctrip.com/images/01A3f1200092wxb58DF3E_C_220_140.jpg
扶苏墓汉画像石博物馆,3.0,5,https://you.ctrip.com/sight/suide2769/4598147.html,https://dimg04.c-ctrip.com/images/0104p12000as18an6013D_C_220_140.jpg
宏源水世界,2.8,5,https://you.ctrip.com/sight/suide2769/2476001.html,https://dimg04.c-ctrip.com/images/100w0g000000834xu98A8_C_220_140.jpg
闯王寨,2.8,4.5,https://you.ctrip.com/sight/suide2769/1713769.html,https://dimg04.c-ctrip.com/images/0102012000axbojhe75C0_C_220_140.jpg
盘龙山古建筑群,3.3,4.7,https://you.ctrip.com/sight/mizhi1895/4476989.html,https://dimg04.c-ctrip.com/images/01012120008irustt4C29_C_220_140.jpg
姜氏庄园,3.4,3.7,https://you.ctrip.com/sight/mizhi1895/54872.html,https://dimg04.c-ctrip.com/images/01003120008qj8diiF7B1_C_220_140.jpg
万佛洞,3.5,4.4,https://you.ctrip.com/sight/mizhi1895/130252.html,https://dimg04.c-ctrip.com/images/0101u12000b5b4x0s998F_C_220_140.jpg
杨家沟革命纪念馆,3.1,,https://you.ctrip.com/sight/mizhi1895/54869.html,https://dimg04.c-ctrip.com/images/01A5d1200082xv34v5D40_C_220_140.jpg
千狮桥,2.5,5,https://you.ctrip.com/sight/suide2769/5067992.html,https://dimg04.c-ctrip.com/images/01064120009enam235DFB_C_220_140.jpg
天下黄河第一湾,4.6,4.7,https://you.ctrip.com/sight/shilou1446109/51848.html,https://dimg04.c-ctrip.com/images/0102k12000asc0snq12B5_C_220_140.jpg
罗兀城遗址,3.7,5,https://you.ctrip.com/sight/yulin485/134756.html,https://dimg04.c-ctrip.com/images/0102s12000bcat61lE03F_C_220_140.jpg
绥德革命历史纪念馆,2.4,,https://you.ctrip.com/sight/suide2769/4595488.html,https://dimg04.c-ctrip.com/images/0101y12000a01n27n5C2D_C_220_140.jpg
吴堡古城,3.6,4.7,https://you.ctrip.com/sight/wupu2728/134755.html,https://dimg04.c-ctrip.com/images/1008190000015skad0BE7_C_220_140.jpg
高佛寺,2.3,5,https://you.ctrip.com/sight/suide2769/130301.html,https://dimg04.c-ctrip.com/images/10061f000001gqwqu16AF_C_220_140.jpg
悬空寺石窟,3.2,,https://you.ctrip.com/sight/mizhi1895/5066684.html,https://dimg02.c-ctrip.com/images/0104t12000970vd8a05CC_C_220_140.png
郝家桥景区,2.3,,https://you.ctrip.com/sight/suide2769/135311172.html,https://dimg04.c-ctrip.com/images/0104a12000a0ibrfa3780_C_220_140.jpg
岱王庙,2.2,5,https://you.ctrip.com/sight/suide2769/130248.html,https://dimg04.c-ctrip.com/images/100f0m000000dngdj7C0D_C_220_140.jpg
黄河画廊（黄河百里水蚀浮雕）,3.9,4,https://you.ctrip.com/sight/lincounty2998/1713800.html,https://dimg04.c-ctrip.com/images/0105b120009co2pcf0FBD_C_220_140.jpg
佳县赤牛坬民俗博物馆,3.5,3.3,https://you.ctrip.com/sight/jiaxian1446133/5704220.html,https://dimg04.c-ctrip.com/images/01A7212000a1qy2v4CAAE_C_220_140.jpg
赤牛坬民俗文化博览馆,3.5,3.3,https://you.ctrip.com/sight/jiaxian1446133/69529543.html,https://dimg07.c-ctrip.com/images/01073120008j30ms690F2_C_220_140.jpg
西湾村,3.8,4.3,https://you.ctrip.com/sight/lincounty2998/1713714.html,https://dimg04.c-ctrip.com/images/100b0z000000ngj0tFE6E_C_220_140.jpg
人生·影视城,3.2,2.6,https://you.ctrip.com/sight/qingjian1446135/136636420.html,https://dimg04.c-ctrip.com/images/1lo4l12000b2ueg1aB8A3_C_220_140.jpg
清涧公园,3.3,4.8,https://you.ctrip.com/sight/qingjian1446135/4594900.html,https://dimg04.c-ctrip.com/images/0104o12000b6q256c151A_C_220_140.jpg
黑龙潭,2.8,,https://you.ctrip.com/sight/yulin485/5136157.html,https://dimg04.c-ctrip.com/images/01A2y120008r5qfgjCBC6_C_220_140.jpg
延川黄河乾坤湾景区,6.5,4.6,https://you.ctrip.com/sight/yanchuan1446145/142547.html,https://dimg04.c-ctrip.com/images/100o0x000000lf73g2A24_C_220_140.jpg
黄河第二碛,3.2,4.8,https://you.ctrip.com/sight/lincounty2998/4274372.html,https://dimg04.c-ctrip.com/images/0104x120008amq4u6C369_C_220_140.jpg
米脂县博物馆,2.5,5,https://you.ctrip.com/sight/mizhi1895/5702822.html,https://dimg04.c-ctrip.com/images/1mh1212000atzjnij3720_C_220_140.jpg
如梦碛口,3.2,5,https://you.ctrip.com/sight/lincounty2998/5713318.html,https://dimg04.c-ctrip.com/images/0104k120008lvuju85F64_C_220_140.jpg
万顺广场,1.8,,https://you.ctrip.com/sight/suide2769/4595935.html,https://dimg04.c-ctrip.com/images/100d0t000000ibnve0FC4_C_220_140.jpg
香炉寺,4.3,4.5,https://you.ctrip.com/sight/jiaxian1446133/16790.html,https://dimg04.c-ctrip.com/images/0100a120008gp52tf5350_C_220_140.jpg
貂蝉文化广场,2.2,,https://you.ctrip.com/sight/mizhi1895/4592365.html,https://dimg05.c-ctrip.com/images/0105m1200096lvreaC505_C_220_140.png
笔架山,2.9,4.5,https://you.ctrip.com/sight/qingjian1446135/130295.html,https://dimg07.c-ctrip.com/images/100j15000000xgj8l0D5A_C_220_140.jpg
白云观,3.8,3.8,https://you.ctrip.com/sight/jiaxian1446133/134737.html,https://dimg04.c-ctrip.com/images/0104j1200092mewdqC15A_C_220_140.jpg
梁家河村,5.2,4.4,https://you.ctrip.com/sight/yanchuan1446145/2494166.html,https://dimg04.c-ctrip.com/images/0105e120009ddjeh37E34_C_220_140.jpg
高西沟生态园,2.5,4.7,https://you.ctrip.com/sight/mizhi1895/70194.html,https://dimg04.c-ctrip.com/images/0100m12000axzm31e0E77_C_220_140.jpg
将军庙,1.8,,https://you.ctrip.com/sight/zizhou1446150/130285.html,https://dimg05.c-ctrip.com/images/0103y1200097pdqbx43C6_C_220_140.png
黑龙庙,2.8,4.6,https://you.ctrip.com/sight/lincounty2998/1713851.html,https://dimg04.c-ctrip.com/images/010561200092m2arn7FA9_C_220_140.jpg
城皇庙,1.9,,https://you.ctrip.com/sight/mizhi1895/4596441.html,https://dimg08.c-ctrip.com/images/0101n1200098fzood80AF_C_220_140.png
黄河母亲景区,2.5,4.8,https://you.ctrip.com/sight/liulin3016/51797.html,https://dimg04.c-ctrip.com/images/0105w12000b23phy53042_C_220_140.jpg
麒麟滩,2.4,4.7,https://you.ctrip.com/sight/lincounty2998/1713774.html,https://dimg04.c-ctrip.com/images/10050p000000g1vswE21B_C_220_140.jpg
高原土柱林,2.7,4.5,https://you.ctrip.com/sight/lincounty2998/1713719.html,https://dimg04.c-ctrip.com/images/100f1f000001gqagfDE50_C_220_140.jpg
波浪谷,7.5,4.5,https://you.ctrip.com/sight/jingbianxian2745/1493240.html,https://dimg04.c-ctrip.com/images/10070u000000jd9c7A3AE_C_220_140.jpg
子洲图书馆,1.3,,https://you.ctrip.com/sight/zizhou1446150/3345428.html,https://dimg04.c-ctrip.com/images/0101f1200097u7d5rD5F4_C_220_140.png
永乐城遗址,2.3,5,https://you.ctrip.com/sight/mizhi1895/1835117.html,https://dimg04.c-ctrip.com/images/0101j12000ay7l6f7062D_C_220_140.jpg
马文瑞纪念馆,1.2,,https://you.ctrip.com/sight/zizhou1446150/4733366.html,https://dimg04.c-ctrip.com/images/10010u000000jfwvn7FED_C_220_140.jpg
毛主席东渡黄河纪念碑,2.2,,https://you.ctrip.com/sight/lincounty2998/1713814.html,https://dimg04.c-ctrip.com/images/0101q12000b7hquvrBF5E_C_220_140.jpg
高家洼塬北国风光景区,2.2,4,https://you.ctrip.com/sight/qingjian1446135/130368608.html,https://dimg04.c-ctrip.com/images/0106d1200093ffl5744A5_C_220_140.jpg
清涧革命纪念馆,2.0,,https://you.ctrip.com/sight/qingjian1446135/130297.html,https://dimg04.c-ctrip.com/images/010381200096edu246413_C_220_140.png
红石峡景区,6.6,4.5,https://you.ctrip.com/sight/yulin485/16787.html,https://dimg04.c-ctrip.com/images/0104a120009v8591d8A15_C_220_140.jpg
柳青图书馆,1.9,5,https://you.ctrip.com/sight/wupu2728/2623672.html,https://dimg04.c-ctrip.com/images/10010s000000hz624D315_C_220_140.jpg
太极圣境,2.5,,https://you.ctrip.com/sight/qingjian1446135/131904925.html,https://dimg04.c-ctrip.com/images/01A3j120009uwxyioBF64_C_220_140.jpg
白草寺,1.4,5,https://you.ctrip.com/sight/qingjian1446135/130263.html,https://dimg04.c-ctrip.com/images/100l1d000001ejpw14D2D_C_220_140.jpg
平遥古城,8.5,4.5,https://you.ctrip.com/sight/pingyao365/132746.html,https://dimg04.c-ctrip.com/images/100a1a0000019oxauCCB5_C_220_140.jpg
黄河壶口瀑布旅游区(陕西侧),8.1,4.6,https://you.ctrip.com/sight/yichuan2757/15997.html,https://dimg04.c-ctrip.com/images/100b1800000148ptx003D_C_220_140.jpg
晋祠博物馆,8.0,4.6,https://you.ctrip.com/sight/taiyuan167/50464.html,https://dimg04.c-ctrip.com/images/0106c12000a434h979F83_C_220_140.jpg
山西黄河壶口瀑布旅游区,7.9,4.6,https://you.ctrip.com/sight/jicounty3038/11393.html,https://dimg04.c-ctrip.com/images/100a0z000000njsgxB840_C_220_140.jpg
乔家大院,7.7,4.4,https://you.ctrip.com/sight/qicounty3039/74743.html,https://dimg04.c-ctrip.com/images/10040z000000ndfep8F77_C_220_140.jpg
山西王家大院,7.6,4.7,https://you.ctrip.com/sight/lingshi3011/74745.html,https://dimg04.c-ctrip.com/images/100110000000pg186633F_C_220_140.jpg
太原古县城景区,7.4,3.7,https://you.ctrip.com/sight/taiyuan167/5715153.html,https://dimg04.c-ctrip.com/images/0104b120009ueh8bs6A84_C_220_140.jpg
雁门关,7.4,4.5,https://you.ctrip.com/sight/daixian1446104/75275.html,https://dimg04.c-ctrip.com/images/100l1f000001gqi38089C_C_220_140.jpg
山西博物院,7.3,4.7,https://you.ctrip.com/sight/taiyuan167/66076.html,https://dimg04.c-ctrip.com/images/100u1f000001gq9bh9986_C_220_140.jpg
甘泉大峡谷,7.3,4.8,https://you.ctrip.com/sight/ganquan2775/2507743.html,https://dimg04.c-ctrip.com/images/100j1a0000018vcos21E3_C_220_140.jpg
《又见平遥》,7.3,4.7,https://you.ctrip.com/sight/pingyao365/141399.html,https://dimg04.c-ctrip.com/images/10041f000001gpb7b7E09_C_220_140.jpg
太原方特东方神画,7.2,4.8,https://you.ctrip.com/sight/taiyuan167/117065593.html,https://dimg04.c-ctrip.com/images/0101i120008i0pqpvF07E_C_220_140.jpg
黄帝陵,7.1,4.5,https://you.ctrip.com/sight/huangling2734/15880.html,https://dimg04.c-ctrip.com/images/100f1f000001gqa6k6C81_C_220_140.jpg
成吉思汗陵,7.0,4.3,https://you.ctrip.com/sight/ejinhorobanner2966/1410446.html,https://dimg04.c-ctrip.com/images/100i1f000001gp1wa3AC4_C_220_140.jpg
运城关公故里文化旅游景区,6.8,4.7,https://you.ctrip.com/sight/yuncheng397/17429.html,https://dimg04.c-ctrip.com/images/100q18000001475dfCAE0_C_220_140.jpg
绵山景区,6.8,4.5,https://you.ctrip.com/sight/jiexiu2982/74719.html,https://dimg04.c-ctrip.com/images/100s0q000000gk1km5D12_C_220_140.jpg
文安驿古镇,3.7,4.6,https://you.ctrip.com/sight/yanchuan1446145/2494254.html,https://dimg01.c-ctrip.com/images/01026120008li44f36141_C_220_140.jpg
蒙山大佛,6.7,4.4,https://you.ctrip.com/sight/taiyuan167/113580.html,https://dimg04.c-ctrip.com/images/01074120008aaet5jF3C3_C_220_140.jpg
蒙山景区,6.7,4.4,https://you.ctrip.com/sight/taiyuan167/69160084.html,https://dimg04.c-ctrip.com/images/0100h120008ic3pr73D68_C_220_140.jpg
洪洞大槐树寻根祭祖园,6.7,4.5,https://you.ctrip.com/sight/hongtong3015/11386.html,https://dimg04.c-ctrip.com/images/100d1f000001gou3zE73A_C_220_140.jpg
双塔寺,6.7,4.6,https://you.ctrip.com/sight/taiyuan167/9678.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M06/B0/F4/CghzgVWnWEmASNyJAChrEAPhCd8754_C_220_140.jpg
太原动物园,6.6,4.1,https://you.ctrip.com/sight/taiyuan167/9692.html,https://dimg04.c-ctrip.com/images/10071f000001h7092A63C_C_220_140.jpg
马文瑞故居,1.8,5,https://you.ctrip.com/sight/zizhou1446150/4731355.html,https://dimg05.c-ctrip.com/images/0102b1200096iwh5f5FAE_C_220_140.png
鄂尔多斯草原旅游区,6.6,4.5,https://you.ctrip.com/sight/hangjinqi1446342/61772.html,https://dimg04.c-ctrip.com/images/010401200064fwx7yE99A_C_220_140.jpg
柳巷,6.5,4.5,https://you.ctrip.com/sight/taiyuan167/133729.html,https://dimg04.c-ctrip.com/images/0103m120009dlwpamA166_C_220_140.jpg
云丘山景区,6.5,4.3,https://you.ctrip.com/sight/xiangning3031/110083.html,https://dimg03.c-ctrip.com/images/0103n120008q43n78D8C6_C_220_140.jpg
太原植物园,6.5,4.5,https://you.ctrip.com/sight/taiyuan167/69532782.html,https://dimg04.c-ctrip.com/images/0103612000aqnyrn39275_C_220_140.jpg
鹳雀楼,6.5,4.5,https://you.ctrip.com/sight/yongji1772/51460.html,https://dimg04.c-ctrip.com/images/100h1f000001gruiu1898_C_220_140.jpg
