names,places,links,imgs,popularity,scores,addresses
成都大熊猫繁育研究基地,简阳,https://you.ctrip.com/sight/chengdu104/4229.html,https://dimg04.c-ctrip.com/images/100910000000p33rk361D_C_220_140.jpg,9.6,4.6,成都市成华区外北熊猫大道1375号
武侯祠,简阳,https://you.ctrip.com/sight/chengdu104/4227.html,https://dimg04.c-ctrip.com/images/0104w1200094jgc7232B7_C_220_140.jpg,8.8,4.5,成都市武侯区武侯祠大街231号
成都海昌极地海洋公园,简阳,https://you.ctrip.com/sight/chengdu104/85930.html,https://dimg04.c-ctrip.com/images/10031f000001gry9m2387_C_220_140.jpg,8.1,4.8,成都市天府新区华阳海洋路68号
三岔湖风景区,简阳,https://you.ctrip.com/sight/jianyang3122/135409.html,https://dimg04.c-ctrip.com/images/0103z120008ihjfry40EB_C_220_140.jpg,5.7,4.2,成都市简阳市简三路
杜甫草堂,简阳,https://you.ctrip.com/sight/chengdu104/4226.html,https://dimg04.c-ctrip.com/images/0106k120008s8q2q0DB58_C_220_140.jpg,8.7,4.6,成都市青羊区青华路37号
宽窄巷子,简阳,https://you.ctrip.com/sight/chengdu104/63456.html,https://dimg04.c-ctrip.com/images/100r1f000001gon9mBC5D_C_220_140.jpg,8.5,4.5,成都市青羊区金河路口宽窄巷子
洛带古镇,简阳,https://you.ctrip.com/sight/chengdu104/49942.html,https://dimg02.c-ctrip.com/images/100612000000sefrhD823_C_220_140.jpg,7.3,4.5,成都市龙泉驿区洛带镇
锦里古街,简阳,https://you.ctrip.com/sight/chengdu104/48862.html,https://dimg04.c-ctrip.com/images/0105y1200086whywyF282_C_220_140.jpg,8.4,4.5,成都市武侯区武侯祠大街231号
漫花庄园,简阳,https://you.ctrip.com/sight/chengdu104/1673197.html,https://dimg04.c-ctrip.com/images/1lo1712000b8dbutdE3D3_C_220_140.jpg,8.4,4.5,成都市新都区蜀龙大道南段银杏园路口
成都博物馆,简阳,https://you.ctrip.com/sight/chengdu104/2006697.html,https://dimg04.c-ctrip.com/images/350j1c000001cpign4A54_C_220_140.jpg,8.2,4.8,成都市青羊区小河街1号（天府广场西侧）
金沙遗址博物馆,简阳,https://you.ctrip.com/sight/chengdu104/48863.html,https://dimg04.c-ctrip.com/images/10060z000000nmvc036BE_C_220_140.jpg,8.3,4.7,成都市青羊区金沙遗址路2号成都金沙遗址博物馆
成都动物园,简阳,https://you.ctrip.com/sight/chengdu104/119895.html,https://dimg04.c-ctrip.com/images/10071f000001h6ysl2959_C_220_140.jpg,7.8,4.7,成都市成华区昭觉寺南路234号(动物园地铁站A口步行260米)
蜀风雅韵川剧院,简阳,https://you.ctrip.com/sight/chengdu104/138459.html,https://dimg04.c-ctrip.com/images/350p1c000001cicdd66CC_C_220_140.jpg,7.8,4.7,成都市青羊区琴台路132号市文化公园门口蜀风雅韵民俗茶馆
春熙路,简阳,https://you.ctrip.com/sight/chengdu104/138472.html,https://dimg04.c-ctrip.com/images/100410000000owden3387_C_220_140.jpg,7.7,4.6,成都市锦江区
环球中心海洋乐园,简阳,https://you.ctrip.com/sight/chengdu104/1407638.html,https://dimg04.c-ctrip.com/images/1lo1m12000b6ybg3x3984_C_220_140.jpg,7.1,4.6,成都市武侯区天府大道北段1700号环球中心东区1楼
龙泉驿欢乐田园,简阳,https://you.ctrip.com/sight/chengdu104/133824677.html,https://dimg04.c-ctrip.com/images/1lo6h12000bcw12k9B050_C_220_140.jpg,6.4,4.9,四川省成都市龙泉驿区东安街道平安村六组268号
成都环球中心,简阳,https://you.ctrip.com/sight/chengdu104/1483118.html,https://dimg04.c-ctrip.com/images/01007120008c4rn6t934D_C_220_140.jpg,7.1,4.6,成都市武侯区天府大道北段1700号
黄龙溪,简阳,https://you.ctrip.com/sight/chengdu104/22176.html,https://dimg04.c-ctrip.com/images/100t1f000001gqbf64560_C_220_140.jpg,7.7,4.5,成都市双流区黄龙溪镇镇龙街
成都欢乐谷,简阳,https://you.ctrip.com/sight/chengdu104/65834.html,https://dimg04.c-ctrip.com/images/0100i120008aim0tc16E9_C_220_140.jpg,7.8,4.6,成都市金牛区西华大道16号
