id,names,address,links,ranks,scores,imgs,img_local,places,slug
4d6fb4eb-4d84-404a-8081-a6bd765121c7,华润五彩城购物中心,北京市海淀区清河中街68号,https://you.ctrip.com/shopping/beijing1/1362752.html,13,4.6,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/BA/0F/CghzgFSolaeANU7kAAFmQ6eSezY578_C_220_140.jpg,CghzgFSolaeANU7kAAFmQ6eSezY578_C_220_140.jpg,北京,hua-run-wu-cai-cheng-gou-wu-zhong-xin
02eab624-3099-4604-be05-8db7763b35d7,悠唐购物中心,三丰路三丰北里2号(近朝阳门地铁站),https://you.ctrip.com/shopping/beijing1/1369878.html,14,4.6,https://dimg04.c-ctrip.com/images/100n0h00000092cxz92B0_C_220_140.jpg,100n0h00000092cxz92B0_C_220_140.jpg,北京,you-tang-gou-wu-zhong-xin
68dc932d-5934-4093-bd6f-86f3b6d963d7,金融街购物中心,金城坊街2号(近太平桥大街),https://you.ctrip.com/shopping/beijing1/108346.html,15,4.7,https://dimg04.c-ctrip.com/images/fd/tg/g2/M06/EC/BB/CghzgVTZpzuAITOzAADcAaC-REs252_C_220_140.jpg,CghzgVTZpzuAITOzAADcAaC-REs252_C_220_140.jpg,北京,jin-rong-jie-gou-wu-zhong-xin
ce472022-2730-4186-b26b-2aa0ac816c21,燕莎奥特莱斯购物中心,北京市朝阳区东四环南路9号,https://you.ctrip.com/shopping/beijing1/108481.html,16,4.5,https://dimg04.c-ctrip.com/images/fd/tg/g1/M01/98/23/CghzfVTUMU2AUKzNAAA6V8c602A312_C_220_140.jpg,CghzfVTUMU2AUKzNAAA6V8c602A312_C_220_140.jpg,北京,yan-sha-ao-te-lai-si-gou-wu-zhong-xin
3250ecd4-e0df-4bc1-a87e-299959c4af7b,凯德MALL(西直门店),西直门外大街1号(近西直门地铁),https://you.ctrip.com/shopping/beijing1/1369879.html,17,4.5,https://dimg04.c-ctrip.com/images/100l0h0000008v4sh3F56_C_220_140.jpg,100l0h0000008v4sh3F56_C_220_140.jpg,北京,kai-de-mall-xi-zhi-men-dian
70aa603f-1784-4c0f-8bf4-82481b5a2d47,东方广场,东长安街1号,https://you.ctrip.com/shopping/beijing1/108305.html,18,4.7,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/F1/72/Cghzf1TZ2oKAN8yPAACqaOyK27g256_C_220_140.jpg,Cghzf1TZ2oKAN8yPAACqaOyK27g256_C_220_140.jpg,北京,dong-fang-yan-chang
1a7858fb-354f-4c2a-8456-aec9e10fdfab,来福士中心,东直门南大街1号(东直门立交桥西南),https://you.ctrip.com/shopping/beijing1/108358.html,19,4.6,https://dimg04.c-ctrip.com/images/10070j000000afko27790_C_220_140.jpg,10070j000000afko27790_C_220_140.jpg,北京,lai-fu-shi-zhong-xin
907fe153-d9fe-479b-a21d-a5c252889073,北京apm,王府井大街138号(近长安街),https://you.ctrip.com/shopping/beijing1/1363146.html,20,4.6,https://dimg04.c-ctrip.com/images/fd/tg/g2/M05/BC/28/Cghzf1So2WeAaw7bAACGIbvRvEM957_C_220_140.jpg,Cghzf1So2WeAaw7bAACGIbvRvEM957_C_220_140.jpg,北京,bei-jing-apm
b6909946-fb2b-4ef8-be89-4f974c9145d7,凤凰汇购物中心,京密路曙光西里甲5号院,https://you.ctrip.com/shopping/beijing1/1369880.html,21,4.7,https://dimg04.c-ctrip.com/images/01A0f120009qsg62j7EED_C_220_140.jpg,01A0f120009qsg62j7EED_C_220_140.jpg,北京,feng-huang-hui-gou-wu-zhong-xin
d7ce3813-3e6b-40bc-a1d3-125e8e2db1b1,远洋未来广场,北四环东路73号(近北京联合大学，育慧里),https://you.ctrip.com/shopping/beijing1/1369887.html,22,4.7,https://dimg04.c-ctrip.com/images/fd/tg/g1/M04/98/84/CghzflS1O1eARlUYAACsTLF8204371_C_220_140.jpg,CghzflS1O1eARlUYAACsTLF8204371_C_220_140.jpg,北京,yuan-yang-wei-lai-yan-chang
