names,places,links,imgs,scores,address,ranks
国金中心商场(上海店),上海,https://you.ctrip.com/shopping/shanghai2/1357606.html,https://dimg04.c-ctrip.com/images/1A0c1b000001by01s0761_C_220_140.jpg,4.7,世纪大道8号(近银城中路),1
比斯特上海购物村,上海,https://you.ctrip.com/shopping/shanghai2/1450411.html,https://dimg04.c-ctrip.com/images/0104e12000a7kw8cf4549_C_220_140.jpg,4.7,上海市浦东新区申迪东路88号（上海国际旅游度假区内）,2
正大广场,上海,https://you.ctrip.com/shopping/shanghai2/109368.html,https://dimg04.c-ctrip.com/images/1A0q1c000001dzzzoA275_C_220_140.jpg,4.5,陆家嘴西路168号（近东方明珠）,3
佛罗伦萨小镇（上海名品奥特莱斯...,上海,https://you.ctrip.com/shopping/shanghai2/20312.html,https://dimg04.c-ctrip.com/images/0106x12000a3r3zde6DB4_C_220_140.jpg,4.6,中国上海市浦东新区卓耀路58弄,4
静安大悦城,上海,https://you.ctrip.com/shopping/shanghai2/1357571.html,https://dimg04.c-ctrip.com/images/100t080000003c0kp8BFC_C_220_140.jpg,4.6,西藏北路166号南座S1-08,5
金桥国际商业广场,上海,https://you.ctrip.com/shopping/shanghai2/109301.html,https://dimg04.c-ctrip.com/images/100v0h00000092s2xF7D0_C_220_140.jpg,4.6,金桥路和张杨路交叉口旁（金桥地铁站旁）,6
环贸iapm商场,上海,https://you.ctrip.com/shopping/shanghai2/1363017.html,https://dimg04.c-ctrip.com/images/100g0g0000007t4ar1E13_C_220_140.jpg,4.7,淮海中路999号（陕西南路288号）,7
久光百货,上海,https://you.ctrip.com/shopping/shanghai2/109303.html,https://dimg04.c-ctrip.com/images/100g0g0000007t4ce8669_C_220_140.jpg,4.6,南京西路1618号(近静安寺),8
长泰广场,上海,https://you.ctrip.com/shopping/shanghai2/1370856.html,https://dimg04.c-ctrip.com/images/10090h00000093lz10D54_C_220_140.jpg,4.7,"金科路2889号（金科路和祖冲之路交叉口东北角,近2号线金科路地铁站）",9
万达广场(宝山店),上海,https://you.ctrip.com/shopping/shanghai2/1370875.html,https://dimg07.c-ctrip.com/images/fd/tg/g1/M0B/59/28/CghzflTSz9iAOs3fAACip2B6idE363_C_220_140.jpg,4.4,一二八纪念路988弄(近共康路地铁站),10
